transaction_id,payment,transaction_type,product_id,product_count,dates
168,428.31109939577806,PURCHASE,e,5.0,2019-01-13
173,633.375207593952,PURCHASE,a,0.0,2019-01-14
171,179.8381441861917,PURCHASE,d,4.0,2019-01-14
170,825.2656420018377,PURCHASE,,,2019-01-14
174,644.2606835118804,PURCHASE,b,1.0,2019-01-14
177,863.0722677130291,PURCHASE,e,2.0,2019-01-14
178,25.188411060652616,PURCHASE,b,3.0,2019-01-14
178,144.54046794520502,PURCHASE,e,2.0,2019-01-14
180,845.3119722527073,PURCHASE,e,2.0,2019-01-14
181,3.080173003301212,PURCHASE,e,0.0,2019-01-14
181,589.8557356056668,PURCHASE,e,4.0,2019-01-14
182,624.1423132843302,PURCHASE,e,2.0,2019-01-14
183,-726.7564884486712,REFUND,b,2.0,2019-01-14
182,473.6362337212527,PURCHASE,b,1.0,2019-01-14
182,5.452081765921157,PURCHASE,c,3.0,2019-01-14
184,18.446016916932372,PURCHASE,a,1.0,2019-01-14
183,479.26291826740464,PURCHASE,a,4.0,2019-01-14
185,779.2589707404801,PURCHASE,d,4.0,2019-01-14
186,197.81871127848137,PURCHASE,d,,2019-01-14
191,372.48471284843833,PURCHASE,c,3.0,2019-01-14
188,251.21521387440782,PURCHASE,d,4.0,2019-01-14
188,146.34739713807997,PURCHASE,a,3.0,2019-01-14
189,917.4039978855782,PURCHASE,b,4.0,2019-01-14
193,796.2375822754882,PURCHASE,c,5.0,2019-01-14
196,164.81651772863347,PURCHASE,,,2019-01-15
192,-297.7157955347318,REFUND,d,5.0,2019-01-14
195,439.1549443398751,PURCHASE,b,2.0,2019-01-14
198,23.539429670672575,PURCHASE,b,4.0,2019-01-15
196,82.58503097342552,PURCHASE,d,4.0,2019-01-15
200,316.54278342111894,PURCHASE,b,1.0,2019-01-15
200,874.5964658151968,PURCHASE,c,5.0,2019-01-15
202,36.60898821565672,PURCHASE,a,2.0,2019-01-15
201,790.8141480089458,PURCHASE,c,1.0,2019-01-15
202,609.1205272344348,PURCHASE,e,0.0,2019-01-15
206,598.0990060597665,PURCHASE,b,2.0,2019-01-15
202,522.619614535144,PURCHASE,b,2.0,2019-01-15
203,5.876316511356339,PURCHASE,b,4.0,2019-01-15
209,586.9897599536798,PURCHASE,c,0.0,2019-01-15
209,646.2267673899416,PURCHASE,e,5.0,2019-01-15
210,20.394831688141824,PURCHASE,e,5.0,2019-01-15
209,705.6930358064195,PURCHASE,d,0.0,2019-01-15
212,144.83856618136292,PURCHASE,d,1.0,2019-01-15
209,763.2046624884722,PURCHASE,e,5.0,2019-01-15
211,965.984149959787,PURCHASE,c,4.0,2019-01-15
216,195.59105877847404,PURCHASE,a,2.0,2019-01-15
215,245.91098843235315,PURCHASE,d,0.0,2019-01-15
216,6.325196748418471,PURCHASE,b,2.0,2019-01-15
219,133.03752212556896,PURCHASE,e,4.0,2019-01-15
219,992.5497644524241,PURCHASE,a,2.0,2019-01-15
219,3.603442449541583,PURCHASE,c,,2019-01-15
217,542.6398291337,PURCHASE,e,4.0,2019-01-15
219,298.0246452685982,PURCHASE,d,0.0,2019-01-15
221,897.276880847735,PURCHASE,a,2.0,2019-01-15
222,-271.2365601893351,REFUND,c,2.0,2019-01-15
223,347.8940329946608,PURCHASE,d,4.0,2019-01-15
224,799.6568960508081,PURCHASE,a,2.0,2019-01-15
224,635.98650455642,PURCHASE,a,0.0,2019-01-15
229,920.9944753497138,PURCHASE,d,2.0,2019-01-16
229,976.405845153076,PURCHASE,e,5.0,2019-01-16
231,374.97005193769627,PURCHASE,a,1.0,2019-01-16
228,736.0933058672208,PURCHASE,d,4.0,2019-01-16
228,287.065921623636,PURCHASE,d,5.0,2019-01-16
232,615.9577043324383,PURCHASE,a,5.0,2019-01-16
232,921.0251019072641,PURCHASE,c,4.0,2019-01-16
231,482.9184044679714,PURCHASE,a,2.0,2019-01-16
237,487.9910901977974,PURCHASE,d,0.0,2019-01-16
237,967.4705608471019,PURCHASE,e,1.0,2019-01-16
237,427.36200915157985,PURCHASE,d,2.0,2019-01-16
235,430.6624595661216,PURCHASE,e,0.0,2019-01-16
236,798.8826922488724,PURCHASE,c,3.0,2019-01-16
237,424.53582301982703,PURCHASE,b,3.0,2019-01-16
243,617.3211141053124,PURCHASE,c,3.0,2019-01-16
241,175.18185039416267,PURCHASE,a,4.0,2019-01-16
243,-933.3586010266839,REFUND,d,0.0,2019-01-16
245,877.5482146173428,PURCHASE,d,5.0,2019-01-16
242,222.8092858872147,PURCHASE,c,1.0,2019-01-16
244,627.1743602472787,PURCHASE,d,4.0,2019-01-16
249,739.2825426264982,PURCHASE,a,4.0,2019-01-16
248,184.2884462102733,PURCHASE,b,2.0,2019-01-16
249,505.6157803464175,PURCHASE,e,3.0,2019-01-16
250,235.3232602227694,PURCHASE,e,,2019-01-16
248,8.299381486112312,PURCHASE,a,1.0,2019-01-16
249,469.11500665668746,PURCHASE,a,,2019-01-16
252,540.4518076748412,PURCHASE,a,0.0,2019-01-16
253,538.271176193714,PURCHASE,d,4.0,2019-01-16
257,4.057323414354164,PURCHASE,c,1.0,2019-01-17
256,987.8119153412357,PURCHASE,e,1.0,2019-01-17
258,126.0351477628775,PURCHASE,c,4.0,2019-01-17
257,718.2612035923826,PURCHASE,c,1.0,2019-01-17
258,235.41279140495087,PURCHASE,c,4.0,2019-01-17
257,490.11899922012714,PURCHASE,d,4.0,2019-01-17
261,91.66601545786357,PURCHASE,d,3.0,2019-01-17
262,306.8912483666953,PURCHASE,b,5.0,2019-01-17
261,216.43058846091546,PURCHASE,d,5.0,2019-01-17
264,161.76627405018695,PURCHASE,b,5.0,2019-01-17
264,604.8711950306081,PURCHASE,e,5.0,2019-01-17
264,687.2353161715632,PURCHASE,d,3.0,2019-01-17
266,977.5684697279354,PURCHASE,d,3.0,2019-01-17
269,355.3563188903963,PURCHASE,e,5.0,2019-01-17
268,705.1672031900283,PURCHASE,d,2.0,2019-01-17
268,998.149928104147,PURCHASE,e,5.0,2019-01-17
269,522.2520276474169,PURCHASE,c,,2019-01-17
270,137.25120540558976,PURCHASE,d,5.0,2019-01-17
274,889.647020053143,PURCHASE,b,2.0,2019-01-17
273,702.3242079447817,PURCHASE,c,2.0,2019-01-17
276,967.9783358559704,PURCHASE,a,5.0,2019-01-17
275,534.22142141247,PURCHASE,b,2.0,2019-01-17
279,490.97319047776125,PURCHASE,b,1.0,2019-01-17
277,776.4040294114283,PURCHASE,d,3.0,2019-01-17
280,307.8711028332728,PURCHASE,d,3.0,2019-01-17
280,930.9279948220811,PURCHASE,d,3.0,2019-01-17
282,512.3848650595962,PURCHASE,c,2.0,2019-01-17
284,102.1599302442181,PURCHASE,e,4.0,2019-01-17
285,658.8673629436322,PURCHASE,b,4.0,2019-01-17
285,714.2997687754681,PURCHASE,b,2.0,2019-01-17
285,339.86787010768836,PURCHASE,b,2.0,2019-01-17
288,611.8814400384421,PURCHASE,e,2.0,2019-01-17
288,482.47845221100636,PURCHASE,c,1.0,2019-01-17
290,88.45097344312924,PURCHASE,b,0.0,2019-01-18
289,460.65229091105465,PURCHASE,d,3.0,2019-01-18
291,947.282079700267,PURCHASE,c,4.0,2019-01-18
292,871.9507271817174,PURCHASE,a,2.0,2019-01-18
289,868.1978962733679,PURCHASE,a,1.0,2019-01-18
294,322.7303177731381,PURCHASE,d,4.0,2019-01-18
295,305.9853119202608,PURCHASE,b,4.0,2019-01-18
292,299.5496525548993,PURCHASE,b,4.0,2019-01-18
297,728.5649130297195,PURCHASE,d,2.0,2019-01-18
296,2.197816167549327,PURCHASE,a,2.0,2019-01-18
295,916.2416281687492,PURCHASE,a,3.0,2019-01-18
296,952.9541166888569,PURCHASE,d,0.0,2019-01-18
300,668.3560815022149,PURCHASE,c,1.0,2019-01-18
299,629.4747573146826,PURCHASE,b,0.0,2019-01-18
301,139.6155656276431,PURCHASE,a,4.0,2019-01-18
305,758.5249582251495,PURCHASE,e,1.0,2019-01-18
302,693.4905907691123,PURCHASE,d,5.0,2019-01-18
307,469.8389563011882,PURCHASE,c,0.0,2019-01-18
307,582.7001216086259,PURCHASE,b,1.0,2019-01-18
306,517.3895629456472,PURCHASE,b,2.0,2019-01-18
305,827.8885899550277,PURCHASE,a,4.0,2019-01-18
309,90.54855887053859,PURCHASE,a,5.0,2019-01-18
310,636.7003124496879,PURCHASE,a,0.0,2019-01-18
310,436.4242860575761,PURCHASE,c,5.0,2019-01-18
310,13.524179061393248,PURCHASE,a,5.0,2019-01-18
311,495.50453822568085,PURCHASE,c,5.0,2019-01-18
312,652.2366342453671,PURCHASE,a,0.0,2019-01-18
313,744.8458046166485,PURCHASE,e,2.0,2019-01-18
313,482.1331525948287,PURCHASE,d,,2019-01-18
314,801.2461217107893,PURCHASE,d,2.0,2019-01-18
320,372.19670188196665,PURCHASE,c,1.0,2019-01-18
319,346.67577438488473,PURCHASE,b,2.0,2019-01-18
322,953.5471403539656,PURCHASE,a,3.0,2019-01-18
318,248.82200682938682,PURCHASE,a,4.0,2019-01-18
323,668.2473166520198,PURCHASE,a,1.0,2019-01-18
322,170.9457843798634,PURCHASE,d,5.0,2019-01-18
325,914.4435592857758,PURCHASE,c,3.0,2019-01-19
323,72.27568520074546,PURCHASE,b,4.0,2019-01-18
324,909.6472391427773,PURCHASE,c,5.0,2019-01-19
325,543.9587155283572,PURCHASE,c,4.0,2019-01-19
330,91.24794693298088,PURCHASE,b,0.0,2019-01-19
327,457.7483035769973,PURCHASE,a,,2019-01-19
332,772.8001280700748,PURCHASE,a,5.0,2019-01-19
330,758.5433282652687,PURCHASE,c,4.0,2019-01-19
330,462.4300323887539,PURCHASE,c,2.0,2019-01-19
334,284.407995179066,PURCHASE,e,4.0,2019-01-19
333,416.60029339472203,PURCHASE,b,2.0,2019-01-19
333,-340.9800930218836,REFUND,a,5.0,2019-01-19
333,539.2245959266529,PURCHASE,a,0.0,2019-01-19
336,461.30350586997395,PURCHASE,e,5.0,2019-01-19
339,931.3307165381091,PURCHASE,a,0.0,2019-01-19
337,226.4280764536274,PURCHASE,a,1.0,2019-01-19
341,619.5144357401024,PURCHASE,c,0.0,2019-01-19
341,414.768906835184,PURCHASE,e,5.0,2019-01-19
340,413.9810693889715,PURCHASE,a,4.0,2019-01-19
340,883.6657827039733,PURCHASE,b,4.0,2019-01-19
342,310.1499326651287,PURCHASE,a,0.0,2019-01-19
346,680.5060354573163,PURCHASE,d,1.0,2019-01-19
346,836.5135370043218,PURCHASE,d,4.0,2019-01-19
347,154.57671434329757,PURCHASE,c,2.0,2019-01-19
345,691.7548067176393,PURCHASE,c,2.0,2019-01-19
351,511.92616744820583,PURCHASE,b,3.0,2019-01-19
351,252.62415203843491,PURCHASE,b,2.0,2019-01-19
348,378.8079058136349,PURCHASE,e,0.0,2019-01-19
354,445.72376721217876,PURCHASE,d,0.0,2019-01-19
350,58.622705290987675,PURCHASE,e,,2019-01-19
351,603.5468430034496,PURCHASE,e,0.0,2019-01-19
354,834.8455452550696,PURCHASE,e,,2019-01-19
353,826.7647056434248,PURCHASE,b,5.0,2019-01-19
359,943.1470181274134,PURCHASE,d,4.0,2019-01-19
359,503.8769783274063,PURCHASE,e,2.0,2019-01-19
358,904.76260752631,PURCHASE,b,1.0,2019-01-19
361,389.0430144414893,PURCHASE,d,4.0,2019-01-20
360,796.4499899419723,PURCHASE,d,5.0,2019-01-19
362,679.3127928703694,PURCHASE,b,3.0,2019-01-20
365,13.472847193065851,PURCHASE,a,0.0,2019-01-20
366,151.3204205768347,PURCHASE,d,3.0,2019-01-20
363,768.5067335525868,PURCHASE,c,4.0,2019-01-20
364,319.27265864410805,PURCHASE,a,2.0,2019-01-20
368,985.62954640085,PURCHASE,d,4.0,2019-01-20
368,897.0007634571072,PURCHASE,d,,2019-01-20
367,553.7635274832076,PURCHASE,a,0.0,2019-01-20
367,127.22000520071919,PURCHASE,c,1.0,2019-01-20
368,778.1193580043735,PURCHASE,d,5.0,2019-01-20
369,99.27946628812568,PURCHASE,d,5.0,2019-01-20
370,240.32984659733702,PURCHASE,d,2.0,2019-01-20
372,572.0550126450387,PURCHASE,d,,2019-01-20
377,632.2514746893363,PURCHASE,e,3.0,2019-01-20
376,340.42560707355807,PURCHASE,c,3.0,2019-01-20
378,949.0275063275201,PURCHASE,c,5.0,2019-01-20
380,427.72078982219364,PURCHASE,e,3.0,2019-01-20
377,13.380318570935357,PURCHASE,b,3.0,2019-01-20
381,629.0522275824969,PURCHASE,b,2.0,2019-01-20
378,520.049745391993,PURCHASE,c,3.0,2019-01-20
383,831.7898782251534,PURCHASE,d,3.0,2019-01-20
381,800.6775881573665,PURCHASE,a,4.0,2019-01-20
381,782.6368650662907,PURCHASE,c,5.0,2019-01-20
384,24.52852838912878,PURCHASE,d,4.0,2019-01-20
385,379.1653926694044,PURCHASE,c,1.0,2019-01-20
384,913.6842212771924,PURCHASE,a,2.0,2019-01-20
389,228.84834555755762,PURCHASE,a,4.0,2019-01-20
387,219.363685265617,PURCHASE,c,5.0,2019-01-20
391,930.5296106045395,PURCHASE,e,4.0,2019-01-20
391,435.80914873364253,PURCHASE,c,1.0,2019-01-20
394,594.5110074149494,PURCHASE,b,4.0,2019-01-20
393,478.73075117388055,PURCHASE,b,5.0,2019-01-20
393,984.4759823272663,PURCHASE,a,4.0,2019-01-20
392,759.372804941659,PURCHASE,b,4.0,2019-01-20
396,389.39311921497887,PURCHASE,d,1.0,2019-01-20
398,694.5519915324056,PURCHASE,d,3.0,2019-01-20
400,600.1230057731228,PURCHASE,b,,2019-01-21
401,663.2148569284823,PURCHASE,b,1.0,2019-01-21
401,886.6090458632798,PURCHASE,d,0.0,2019-01-21
401,744.8094106757665,PURCHASE,e,0.0,2019-01-21
403,621.0202030065685,PURCHASE,c,2.0,2019-01-21
401,303.9423727394085,PURCHASE,d,1.0,2019-01-21
402,189.8741500065716,PURCHASE,e,4.0,2019-01-21
402,870.9948324262658,PURCHASE,e,2.0,2019-01-21
405,640.2265498879392,PURCHASE,d,2.0,2019-01-21
407,882.6427762600518,PURCHASE,a,1.0,2019-01-21
405,283.00788089660165,PURCHASE,c,1.0,2019-01-21
410,397.7974860091066,PURCHASE,a,5.0,2019-01-21
412,735.7850061992266,PURCHASE,d,2.0,2019-01-21
408,14.875459965925764,PURCHASE,c,,2019-01-21
413,280.47993093155964,PURCHASE,a,,2019-01-21
410,713.0702445022927,PURCHASE,d,2.0,2019-01-21
413,485.8069927170944,PURCHASE,d,0.0,2019-01-21
417,198.11091581280016,PURCHASE,b,2.0,2019-01-21
415,602.0119567425668,PURCHASE,e,3.0,2019-01-21
414,460.36074214231,PURCHASE,b,2.0,2019-01-21
418,386.7881170811216,PURCHASE,a,3.0,2019-01-21
421,103.1631117463404,PURCHASE,c,5.0,2019-01-21
417,172.56274378760816,PURCHASE,a,4.0,2019-01-21
423,79.98260832390058,PURCHASE,e,5.0,2019-01-21
424,534.6762837590996,PURCHASE,d,4.0,2019-01-21
424,844.3700822012835,PURCHASE,a,,2019-01-21
421,-381.9800018846705,REFUND,e,2.0,2019-01-21
426,692.4900673981866,PURCHASE,e,1.0,2019-01-21
426,922.724617577256,PURCHASE,a,,2019-01-21
428,253.35633961157734,PURCHASE,e,0.0,2019-01-21
426,946.596237712308,PURCHASE,c,3.0,2019-01-21
430,685.0436607356961,PURCHASE,c,4.0,2019-01-21
432,837.198950704599,PURCHASE,d,3.0,2019-01-21
428,920.8852242717688,PURCHASE,d,4.0,2019-01-21
431,72.21022982764336,PURCHASE,a,2.0,2019-01-21
434,368.10121959926437,PURCHASE,a,2.0,2019-01-21
435,30.567751329187875,PURCHASE,a,0.0,2019-01-21
435,869.5317206655235,PURCHASE,b,1.0,2019-01-21
438,819.1919287485879,PURCHASE,a,0.0,2019-01-21
436,224.9255956631444,PURCHASE,d,1.0,2019-01-21
436,367.99071955064557,PURCHASE,b,2.0,2019-01-21
440,758.7650368013196,PURCHASE,a,1.0,2019-01-21
440,715.98348840534,PURCHASE,b,2.0,2019-01-21
440,834.4083336345847,PURCHASE,b,3.0,2019-01-21
444,10.303108938492066,PURCHASE,b,4.0,2019-01-22
444,237.62173644391004,PURCHASE,e,0.0,2019-01-22
446,389.9555414053842,PURCHASE,e,1.0,2019-01-22
445,665.8722046450123,PURCHASE,c,0.0,2019-01-22
447,963.5584247028897,PURCHASE,c,5.0,2019-01-22
449,674.6457766412028,PURCHASE,e,5.0,2019-01-22
445,256.30796044611327,PURCHASE,d,1.0,2019-01-22
451,118.39340056436798,PURCHASE,a,0.0,2019-01-22
452,157.14789715081645,PURCHASE,d,1.0,2019-01-22
452,208.34600126305892,PURCHASE,b,1.0,2019-01-22
450,33.52008409052354,PURCHASE,e,0.0,2019-01-22
451,915.6755292099015,PURCHASE,d,5.0,2019-01-22
451,-721.2611159203793,REFUND,b,0.0,2019-01-22
455,386.8203750286142,PURCHASE,b,2.0,2019-01-22
458,43.73110410647618,PURCHASE,e,5.0,2019-01-22
459,296.76030254400564,PURCHASE,a,4.0,2019-01-22
460,566.2149419606543,PURCHASE,b,4.0,2019-01-22
457,292.92319400602327,PURCHASE,e,2.0,2019-01-22
461,48.42389870848718,PURCHASE,e,2.0,2019-01-22
459,178.23196294182964,PURCHASE,b,0.0,2019-01-22
459,224.66155823351886,PURCHASE,a,2.0,2019-01-22
462,577.4566437447077,PURCHASE,e,5.0,2019-01-22
463,431.72134118838056,PURCHASE,a,,2019-01-22
464,460.96138871160076,PURCHASE,c,1.0,2019-01-22
463,234.07655608692167,PURCHASE,a,4.0,2019-01-22
466,564.2636318527702,PURCHASE,b,5.0,2019-01-22
470,397.0301592264982,PURCHASE,c,5.0,2019-01-22
468,845.6387946140756,PURCHASE,d,0.0,2019-01-22
468,185.82847261191927,PURCHASE,e,5.0,2019-01-22
470,258.74860112536567,PURCHASE,e,3.0,2019-01-22
